"sr_num","service_type","days_to_service"
"197711",Tree Removal,51
"197709",Tree Trim,75
"197708",Tree Trim,75
"197707",Tree Trim,75
"197705",Tree Removal,51
"197701",Tree Removal,51
"197696",Tree Trim,75
"197695",Tree Trim,75
"197693",Tree Removal,51
"197691",Tree Removal,51
"197690",Tree Removal,51
"197688",Tree Trim,75
"197687",Tree Trim,75
"197689",Tree Removal,51
"197675",Tree Trim,75
"197680",Tree Trim,75
"197679",Tree Code Violation,52
"197677",Tree Removal,51
"197670",Tree Trim,75
"197645",Tree Removal,51
"197655",Tree Trim,75
"197665",Tree Removal,51
"197664",Tree Removal,51
"197660",Tree Trim,75
"197659",Tree Removal,51
"197658",Tree Trim,75
"197656",Tree Trim,75
"197648",Tree Trim,75
"197647",Tree Trim,75
"197634",Tree Removal,51
"197640",Tree Trim,75
"197639",Tree Trim,75
"197642",Tree Trim,75
"197804",Tree Trim,81
"197635",Tree Removal,51
"197636",Tree Trim,75
"197623",Tree Removal,51
"197629",Tree Trim,75
"197627",Tree Trim,75
"197626",Tree Trim,75
"197624",Tree Trim,75
"197620",Tree Trim,75
"197612",Tree Removal,51
"197603",Tree Trim,75
"197617",Tree Removal,51
"197616",Tree Removal,51
"197615",Tree Trim,75
"197614",Tree Trim,75
"197611",Tree Trim,75
"197609",Tree Removal,51
"197606",Tree Trim,75
"197605",Tree Removal,51
"197601",Tree Trim,75
"197595",Tree Trim,75
"197593",Tree Trim,75
"197592",Tree Trim,75
"197591",Tree Removal,51
"197590",Tree Trim,75
"197598",Tree Code Violation,52
"197587",Tree Removal,51
"197588",Tree Trim,75
"197586",Tree Removal,51
"197581",Tree Trim,75
"197580",Tree Removal,51
"197579",Tree Trim,75
"197576",Tree Trim,75
"197572",Tree Planting,25
"197557",Tree Trim,75
"197571",Tree Removal,51
"197558",Tree Removal,51
"197569",Tree Removal,51
"197563",Tree Trim,75
"197564",Tree Trim,75
"197566",Tree Removal,51
"197562",Tree Trim,75
"197561",Tree Planting,25
"197556",Tree Trim,75
"197555",Tree Removal,51
"197553",Tree Trim,75
"197552",Tree Trim,75
"197548",Tree Removal,51
"197546",Tree Trim,75
"197538",Tree Removal,51
"197537",Tree Removal,51
"197540",Tree Removal,51
"197534",Tree Removal,51
"197533",Tree Trim,75
"197519",Tree Removal,51
"197532",Tree Trim,75
"197539",Tree Removal,51
"197526",Tree Trim,75
"197525",Tree Trim,75
"197523",Tree Trim,75
"197570",Tree Code Violation,53
"197522",Tree Trim,75
"197521",Tree Removal,51
"197518",Tree Trim,75
"197514",Tree Trim,75
"197512",Tree Trim,75
"197511",Tree Trim,75
"197510",Tree Trim,75
"197494",Tree Removal,51
"197495",Tree Removal,51
"197506",Tree Trim,75
"197501",Tree Removal,51
"197500",Tree Trim,75
"197496",Tree Removal,51
"197490",Tree Stump Grinding,116
"197489",Tree Trim,75
"197487",Tree Trim,75
"197750",Tree Trim,85
"197486",Tree Removal,51
"197474",Tree Trim,75
"197505",Tree Trim,77
"197463",Tree Trim,75
"197482",Tree Trim,75
"197477",Tree Removal,51
"197476",Tree Trim,75
"197475",Tree Removal,51
"197473",Tree Removal,51
"197479",Tree Trim,75
"197469",Tree Trim,75
"197467",Tree Removal,51
"197465",Tree Trim,75
"197458",Tree Trim,75
"197454",Tree Trim,75
"197452",Tree Trim,75
"197453",Tree Removal,51
"197451",Tree Trim,75
"197449",Tree Trim,75
"197447",Tree Removal,51
"197446",Tree Removal,51
"197461",Tree Removal,52
"197502",Tree Trim,79
"197445",Tree Trim,75
"197444",Tree Removal,51
"197441",Tree Trim,75
"197440",Tree Trim,75
"197455",Tree Trim,75
"197438",Tree Stump Grinding,116
"197437",Tree Removal,51
"197436",Tree Removal,51
"197430",Tree Removal,51
"197434",Tree Removal,51
"197426",Tree Removal,51
"197403",Tree Removal,51
"197424",Tree Trim,75
"197422",Tree Code Violation,52
"197423",Tree Trim,75
"197420",Tree Code Violation,52
"197429",Tree Trim,75
"197408",Tree Trim,75
"197428",Tree Trim,75
"197443",Tree Removal,51
"197407",Tree Trim,75
"197405",Tree Removal,51
"197404",Tree Removal,51
"197399",Tree Trim,75
"197375",Tree Removal,51
"197395",Tree Trim,75
"197535",Tree Trim,81
"197393",Tree Removal,51
"197392",Tree Trim,75
"197378",Tree Trim,75
"197390",Tree Trim,75
"197386",Tree Trim,75
"197384",Tree Removal,51
"197383",Tree Trim,75
"197432",Tree Trim,76
"197377",Tree Trim,75
"197373",Tree Removal,51
"197371",Tree Trim,75
"197362",Tree Trim,75
"197367",Tree Removal,51
"197345",Tree Removal,51
"197355",Tree Trim,75
"197363",Tree Trim,75
"197357",Tree Trim,75
"197356",Tree Code Violation,52
"197462",Tree Trim,78
"197354",Tree Removal,51
"197351",Tree Trim,75
"197347",Tree Removal,51
"197346",Tree Removal,51
"197517",Tree Planting,32
"197320",Tree Stump Grinding,116
"197342",Tree Trim,75
"197341",Tree Trim,75
"197339",Tree Trim,75
"197334",Tree Removal,51
"197331",Tree Trim,75
"197329",Tree Trim,75
"197321",Tree Trim,75
"197318",Tree Removal,51
"197317",Tree Trim,75
"197315",Tree Removal,51
"197314",Tree Removal,51
"197297",Tree Removal,51
"197310",Tree Trim,75
"197304",Tree Removal,51
"197307",Tree Trim,75
"197308",Tree Trim,75
"197303",Tree Removal,51
"197298",Tree Removal,51
"197296",Tree Removal,51
"197294",Tree Trim,75
"197292",Tree Trim,75
"197291",Tree Trim,75
"197287",Tree Trim,75
"197248",Tree Trim,75
"197285",Tree Trim,75
"197289",Tree Removal,51
"197280",Tree Trim,75
"197279",Tree Trim,75
"197277",Tree Trim,75
"197276",Tree Removal,51
"197274",Tree Removal,51
"197270",Tree Trim,75
"197268",Tree Removal,51
"197266",Tree Trim,75
"197264",Tree Trim,75
"197288",Tree Trim,76
"197247",Tree Trim,75
"197246",Tree Trim,75
"197226",Tree Removal,51
"197250",Tree Code Violation,53
"197241",Tree Trim,75
"197238",Tree Trim,75
"197235",Tree Removal,51
"197231",Tree Trim,75
"197230",Tree Trim,75
"197229",Tree Trim,75
"197228",Tree Trim,75
"197208",Tree Removal,51
"197217",Tree Trim,75
"197213",Tree Trim,75
"197207",Tree Removal,51
"197203",Tree Trim,75
"197200",Tree Trim,75
"197197",Tree Trim,75
"197214",Tree Removal,52
"197180",Tree Removal,51
"197166",Tree Trim,75
"197189",Tree Trim,75
"197179",Tree Removal,51
"197186",Tree Removal,51
"197182",Tree Removal,51
"197174",Tree Removal,51
"197173",Tree Removal,51
"197170",Tree Trim,75
"197164",Tree Removal,51
"197161",Tree Trim,75
"197159",Tree Removal,51
"197157",Tree Removal,51
"197156",Tree Trim,75
"197158",Tree Removal,51
"197140",Tree Trim,75
"197145",Tree Trim,75
"197152",Tree Removal,51
"197147",Tree Removal,51
"197146",Tree Trim,75
"197144",Tree Trim,75
"197143",Tree Trim,75
"197142",Tree Removal,51
"197141",Tree Trim,75
"197138",Tree Trim,75
"197134",Tree Removal,51
"197212",Tree Removal,55
"197117",Tree Removal,51
"197100",Tree Removal,51
"197121",Tree Trim,75
"197108",Tree Trim,75
"197114",Tree Trim,75
"197113",Tree Trim,75
"197110",Tree Trim,75
"197107",Tree Stump Grinding,116
"197106",Tree Trim,75
"197105",Tree Trim,75
"197101",Tree Trim,75
"197099",Tree Trim,75
"197088",Tree Removal,51
"197095",Tree Trim,75
"197094",Tree Removal,51
"197091",Tree Trim,75
"197082",Tree Removal,51
"197083",Tree Trim,75
"197089",Tree Trim,75
"197090",Tree Trim,75
"197075",Tree Trim,75
"197073",Tree Removal,51
"197071",Tree Removal,51
"197069",Tree Removal,51
"197067",Tree Trim,75
"197048",Tree Stump Grinding,116
"197057",Tree Trim,75
"197063",Tree Trim,75
"197058",Tree Trim,75
"197150",Tree Removal,56
"197052",Tree Trim,75
"197047",Tree Removal,51
"197046",Tree Trim,75
"197042",Tree Trim,75
"197040",Tree Trim,75
"197008",Tree Trim,75
"197032",Tree Trim,75
"197038",Tree Trim,75
"197012",Tree Removal,51
"197035",Tree Trim,75
"197031",Tree Removal,51
"197029",Tree Trim,75
"197023",Tree Removal,51
"197022",Tree Trim,75
"197021",Tree Trim,75
"197020",Tree Trim,75
"197015",Tree Trim,75
"197007",Tree Trim,75
"196995",Tree Removal,51
"197005",Tree Trim,75
"197003",Tree Trim,75
"197002",Tree Removal,51
"196988",Tree Removal,51
"196999",Tree Trim,75
"196998",Tree Trim,75
"196997",Tree Trim,75
"196990",Tree Trim,75
"196994",Tree Removal,51
"196984",Tree Code Violation,52
"196978",Tree Trim,75
"196972",Tree Trim,75
"196976",Tree Trim,75
"196973",Tree Trim,75
"196971",Tree Trim,75
"197010",Tree Trim,78
"196965",Tree Trim,75
"196960",Tree Trim,75
"196958",Tree Trim,75
"196956",Tree Removal,51
"196957",Tree Trim,75
"196954",Tree Removal,51
"196949",Tree Stump Grinding,116
"196950",Tree Trim,75
"196948",Tree Removal,51
"196941",Tree Removal,51
"196945",Tree Removal,51
"196943",Tree Trim,75
"196942",Tree Removal,52
"196940",Tree Removal,51
"196937",Tree Removal,51
"196936",Tree Trim,75
"196931",Tree Trim,75
"196926",Tree Removal,51
"196921",Tree Code Violation,52
"196918",Tree Removal,51
"196898",Tree Removal,51
"196895",Tree Removal,51
"196922",Tree Stump Grinding,117
"196905",Tree Removal,51
"196904",Tree Removal,51
"196903",Tree Trim,75
"196900",Tree Trim,75
"196897",Tree Trim,75
"196896",Tree Trim,75
"196894",Tree Trim,75
"196892",Tree Trim,75
"196891",Tree Trim,75
"196890",Tree Trim,75
"196864",Tree Trim,75
"196889",Tree Removal,51
"196885",Tree Trim,75
"196883",Tree Trim,75
"196882",Tree Trim,75
"196912",Tree Removal,52
"196875",Tree Trim,75
"196873",Tree Removal,51
"196871",Tree Trim,75
"196865",Tree Trim,75
"196839",Tree Trim,75
"196861",Tree Planting,25
"196859",Tree Trim,75
"196827",Tree Removal,51
"196856",Tree Removal,51
"196855",Tree Removal,51
"196840",Tree Trim,75
"196848",Tree Trim,75
"196843",Tree Trim,75
"196837",Tree Trim,75
"196833",Tree Planting,25
"196825",Tree Trim,75
"196824",Tree Trim,75
"196826",Tree Trim,75
"196830",Tree Trim,75
"196820",Tree Trim,75
"196811",Tree Trim,75
"196810",Tree Removal,51
"196807",Tree Trim,75
"196801",Tree Trim,75
"197148",Tree Trim,92
"196780",Tree Trim,75
"196799",Tree Removal,51
"196795",Tree Removal,51
"196792",Tree Removal,51
"196791",Tree Removal,51
"196819",Tree Removal,53
"196786",Tree Removal,51
"196784",Tree Removal,51
"196778",Tree Trim,75
"196777",Tree Trim,75
"196775",Tree Removal,51
"196773",Tree Removal,51
"196772",Tree Removal,51
"196768",Tree Removal,51
"196766",Tree Removal,51
"196761",Tree Trim,75
"196752",Tree Trim,75
"196763",Tree Trim,75
"196747",Tree Trim,75
"196715",Tree Trim,75
"196741",Tree Trim,75
"196743",Tree Removal,51
"196738",Tree Removal,51
"196746",Tree Trim,75
"196739",Tree Trim,75
"196737",Tree Trim,75
"196732",Tree Trim,75
"196731",Tree Trim,75
"196728",Tree Removal,51
"196727",Tree Removal,51
"196726",Tree Trim,75
"196725",Tree Trim,75
"196724",Tree Removal,51
"196722",Tree Trim,75
"196711",Tree Trim,75
"196712",Tree Trim,75
"196709",Tree Trim,75
"196695",Tree Removal,51
"196697",Tree Removal,51
"196686",Tree Removal,51
"196710",Tree Removal,51
"196696",Tree Removal,51
"196691",Tree Code Violation,52
"196685",Tree Removal,51
"196658",Tree Removal,51
"196674",Tree Trim,75
"196675",Tree Trim,75
"196666",Tree Trim,75
"196679",Tree Trim,75
"196670",Tree Removal,51
"196677",Tree Trim,75
"196665",Tree Trim,75
"196661",Tree Removal,51
"196656",Tree Trim,75
"196654",Tree Trim,75
"196680",Tree Trim,75
"196660",Tree Trim,75
"196631",Tree Removal,51
"196650",Tree Trim,75
"196649",Tree Removal,51
"196647",Tree Removal,51
"196634",Tree Trim,75
"196645",Tree Removal,51
"196641",Tree Trim,75
"196638",Tree Removal,51
"196636",Tree Trim,75
"196635",Tree Removal,51
"196633",Tree Removal,51
"196628",Tree Removal,51
"196600",Tree Trim,75
"196621",Tree Trim,75
"196646",Tree Removal,52
"196617",Tree Code Violation,52
"196615",Tree Trim,75
"196603",Tree Removal,51
"196626",Tree Trim,77
"196601",Tree Trim,75
"196574",Tree Removal,51
"196587",Tree Removal,51
"196581",Tree Removal,51
"196576",Tree Trim,75
"196595",Tree Trim,75
"196592",Tree Trim,75
"196589",Tree Trim,75
"196588",Tree Removal,51
"196585",Tree Removal,51
"196586",Tree Removal,51
"196580",Tree Trim,75
"196582",Tree Trim,75
"196579",Tree Trim,75
"196577",Tree Trim,75
"196573",Tree Removal,51
"196568",Tree Removal,51
"196567",Tree Removal,51
"196566",Tree Removal,51
"196565",Tree Removal,51
"196570",Tree Removal,52
"196571",Tree Removal,52
"196562",Tree Removal,51
"196556",Tree Trim,75
"196553",Tree Trim,75
"196548",Tree Trim,75
"196547",Tree Trim,75
"196546",Tree Removal,51
"196545",Tree Removal,51
"196532",Tree Trim,75
"196535",Tree Removal,51
"196539",Tree Trim,75
"196538",Tree Removal,51
"196536",Tree Trim,75
"196534",Tree Trim,75
"196530",Tree Removal,51
"196578",Tree Removal,53
"196528",Tree Removal,51
"196526",Tree Trim,75
"196524",Tree Trim,75
"196523",Tree Trim,75
"196516",Tree Trim,75
"196509",Tree Removal,51
"196506",Tree Removal,51
"196505",Tree Removal,51
"196501",Tree Trim,75
"196497",Tree Removal,51
"196494",Tree Trim,75
"196486",Tree Removal,51
"196475",Tree Trim,75
"196456",Tree Removal,51
"196488",Tree Trim,75
"196470",Tree Removal,51
"196481",Tree Removal,51
"196482",Tree Trim,75
"196476",Tree Trim,75
"196489",Tree Trim,75
"196471",Tree Removal,51
"196430",Tree Removal,51
"196454",Tree Removal,51
"196432",Tree Trim,75
"196447",Tree Removal,51
"196451",Tree Trim,75
"196450",Tree Removal,51
"196449",Tree Removal,51
"196448",Tree Removal,51
"196441",Tree Trim,75
"196436",Tree Removal,51
"196434",Tree Trim,75
"196435",Tree Trim,75
"196429",Tree Removal,51
"196427",Tree Removal,51
"196417",Tree Trim,75
"196400",Tree Removal,51
"196423",Tree Trim,75
"196418",Tree Trim,75
"196416",Tree Removal,51
"196415",Tree Stump Grinding,116
"196411",Tree Trim,75
"196410",Tree Trim,75
"196409",Tree Trim,75
"196405",Tree Removal,51
"196404",Tree Removal,51
"196398",Tree Removal,51
"196397",Tree Removal,51
"196395",Tree Removal,51
"197074",Tree Trim,103
"196399",Tree Removal,51
"196391",Tree Removal,51
"196389",Tree Removal,51
"196388",Tree Removal,51
"196386",Tree Removal,51
"196385",Tree Removal,51
"196396",Tree Trim,75
"196393",Tree Trim,75
"196380",Tree Removal,51
"196379",Tree Removal,51
"196377",Tree Trim,75
"196375",Tree Trim,75
"196362",Tree Removal,51
"196502",Tree Trim,82
"196366",Tree Trim,75
"196361",Tree Trim,75
"196360",Tree Trim,75
"196359",Tree Removal,51
"196357",Tree Trim,75
"196354",Tree Trim,75
"196368",Tree Trim,76
"196503",Tree Trim,83
"196350",Tree Trim,75
"196327",Tree Removal,51
"196344",Tree Trim,75
"196342",Tree Removal,51
"196343",Tree Trim,75
"196335",Tree Removal,51
"196340",Tree Trim,75
"196339",Tree Trim,75
"196338",Tree Removal,51
"196333",Tree Trim,75
"196334",Tree Removal,51
"196345",Tree Removal,51
"196331",Tree Removal,51
"196329",Tree Trim,75
"196323",Tree Trim,75
"196322",Tree Stump Grinding,116
"196319",Tree Removal,51
"196304",Tree Trim,75
"196311",Tree Removal,51
"196306",Tree Stump Grinding,116
"196305",Tree Trim,75
"196313",Tree Removal,51
"196303",Tree Trim,75
"196300",Tree Removal,51
"196298",Tree Removal,51
"196296",Tree Removal,51
"196293",Tree Trim,75
"196292",Tree Trim,75
"196291",Tree Trim,75
"196268",Tree Removal,51
"196265",Tree Trim,75
"196287",Tree Trim,75
"196286",Tree Removal,51
"196284",Tree Removal,51
"196290",Tree Removal,51
"196283",Tree Trim,75
"196275",Tree Removal,51
"196274",Tree Removal,51
"196270",Tree Removal,51
"196269",Tree Trim,75
"196266",Tree Removal,51
"196256",Tree Removal,51
"196263",Tree Removal,51
"196258",Tree Removal,51
"196253",Tree Stump Grinding,116
"196315",Tree Removal,54
"196259",Tree Trim,75
"196310",Tree Trim,78
"196255",Tree Trim,75
"196250",Tree Removal,51
"196243",Tree Removal,51
"196241",Tree Removal,51
"196239",Tree Removal,51
"196228",Tree Trim,75
"196237",Tree Removal,51
"196234",Tree Trim,75
"196229",Tree Removal,51
"196231",Tree Planting,25
"196222",Tree Trim,75
"196308",Tree Trim,78
"196224",Tree Removal,51
"196223",Tree Trim,75
"196220",Tree Removal,51
"196221",Tree Removal,51
"196217",Tree Removal,51
"196206",Tree Removal,51
"196200",Tree Trim,75
"196210",Tree Removal,51
"196208",Tree Trim,75
"196207",Tree Trim,75
"196194",Tree Removal,51
"196195",Tree Trim,75
"196193",Tree Removal,51
"196190",Tree Removal,51
"196187",Tree Trim,75
"196185",Tree Removal,51
"196183",Tree Removal,51
"196178",Tree Trim,75
"196174",Tree Trim,75
"196173",Tree Trim,75
"196168",Tree Trim,75
"196165",Tree Trim,75
"196316",Tree Removal,56
"196164",Tree Trim,75
"196162",Tree Trim,75
"196163",Tree Trim,75
"196161",Tree Trim,75
"196136",Tree Trim,75
"196159",Tree Trim,75
"196140",Tree Trim,75
"196156",Tree Removal,51
"196155",Tree Trim,75
"196188",Tree Trim,76
"196158",Tree Trim,75
"196153",Tree Removal,51
"196151",Tree Removal,51
"196349",Tree Trim,82
"196135",Tree Removal,51
"196130",Tree Trim,75
"196118",Tree Removal,51
"196126",Tree Trim,75
"196123",Tree Removal,51
"196112",Tree Removal,51
"196120",Tree Trim,75
"196114",Tree Trim,75
"196113",Tree Trim,75
"196141",Tree Trim,75
"196110",Tree Trim,75
"196109",Tree Removal,51
"196103",Tree Trim,75
"196102",Tree Trim,75
"196100",Tree Trim,75
"196096",Tree Trim,75
"196093",Tree Trim,75
"196092",Tree Trim,75
"196091",Tree Removal,51
"196090",Tree Trim,75
"196094",Tree Trim,75
"196074",Tree Removal,51
"196087",Tree Removal,51
"196111",Tree Removal,54
"196095",Tree Trim,75
"196081",Tree Removal,51
"196082",Tree Removal,51
"196079",Tree Removal,51
"196078",Tree Trim,75
"196073",Tree Trim,75
"196072",Tree Removal,51
"196240",Tree Trim,82
"196075",Tree Trim,75
"196065",Tree Removal,51
"196067",Tree Trim,75
"196051",Tree Removal,52
"196062",Tree Trim,75
"196060",Tree Trim,75
"196055",Tree Removal,51
"196058",Tree Code Violation,52
"196049",Tree Removal,51
"196035",Tree Removal,51
"196016",Tree Removal,51
"196042",Tree Removal,51
"196032",Tree Removal,51
"196023",Tree Trim,75
"196021",Tree Trim,75
"196018",Tree Trim,75
"196017",Tree Trim,75
"196015",Tree Code Violation,52
"196014",Tree Trim,75
"196012",Tree Trim,75
"196003",Tree Trim,75
"195997",Tree Removal,51
"196009",Tree Removal,51
"196004",Tree Trim,75
"196001",Tree Trim,75
"196000",Tree Trim,75
"195992",Tree Removal,51
"195993",Tree Removal,51
"195990",Tree Trim,75
"195989",Tree Removal,51
"195987",Tree Trim,75
"195986",Tree Removal,51
"195984",Tree Removal,51
"195975",Tree Stump Grinding,116
"195983",Tree Removal,51
"196026",Tree Trim,76
"195981",Tree Removal,51
"195979",Tree Trim,75
"195973",Tree Trim,75
"195971",Tree Removal,51
"195970",Tree Removal,51
"195960",Tree Trim,75
"195959",Tree Trim,75
"195955",Tree Trim,75
"195950",Tree Stump Grinding,116
"195944",Tree Trim,75
"195940",Tree Trim,75
"195938",Tree Removal,51
"195937",Tree Removal,137
"195933",Tree Removal,51
"195932",Tree Trim,75
"195905",Tree Trim,75
"195927",Tree Removal,51
"195925",Tree Trim,75
"195921",Tree Trim,75
"195924",Tree Code Violation,52
"195901",Tree Removal,51
"195914",Tree Trim,75
"196002",Tree Trim,77
"195907",Tree Removal,51
"195906",Tree Trim,75
"195899",Tree Removal,51
"195898",Tree Trim,75
"195928",Tree Removal,52
"195877",Tree Trim,75
"195894",Tree Removal,51
"195893",Tree Trim,75
"195891",Tree Removal,51
"195892",Tree Removal,51
"195889",Tree Removal,51
"195879",Tree Removal,51
"195895",Tree Removal,51
"195884",Tree Removal,51
"195883",Tree Removal,51
"195880",Tree Trim,75
"195873",Tree Removal,51
"195872",Tree Removal,51
"195871",Tree Trim,75
"195866",Tree Removal,51
"195870",Tree Trim,75
"195864",Tree Trim,75
"195865",Tree Removal,51
"195862",Tree Trim,75
"195859",Tree Removal,51
"195857",Tree Removal,51
"195856",Tree Removal,51
"195855",Tree Trim,75
"195852",Tree Code Violation,52
"195851",Tree Removal,51
"195848",Tree Trim,75
"195847",Tree Removal,51
"195845",Tree Trim,75
"195844",Tree Removal,51
"195843",Tree Removal,51
"195840",Tree Trim,75
"195839",Tree Removal,51
"195837",Tree Trim,75
"195838",Tree Removal,139
"195836",Tree Removal,51
"195833",Tree Removal,51
"195831",Tree Removal,51
"195829",Tree Removal,51
"195830",Tree Removal,51
"195819",Tree Trim,75
"195825",Tree Removal,51
"195822",Tree Trim,75
"195821",Tree Removal,51
"195820",Tree Trim,75
"195939",Tree Removal,54
"195808",Tree Trim,75
"195802",Tree Removal,51
"195801",Tree Removal,51
"195797",Tree Removal,51
"195793",Tree Removal,51
"195794",Tree Removal,51
"195786",Tree Removal,51
"195779",Tree Removal,51
"195775",Tree Removal,51
"195812",Tree Removal,52
"195774",Tree Trim,75
"195771",Tree Removal,51
"195745",Tree Trim,75
"195766",Tree Removal,51
"195762",Tree Trim,75
"195760",Tree Removal,51
"195759",Tree Removal,51
"195758",Tree Removal,51
"195756",Tree Trim,75
"195755",Tree Trim,75
"195806",Tree Removal,52
"195751",Tree Trim,75
"195750",Tree Removal,51
"195749",Tree Trim,75
"195748",Tree Removal,51
"195744",Tree Removal,51
"195913",Tree Trim,80
"195726",Tree Trim,75
"195740",Tree Removal,51
"195739",Tree Removal,51
"195737",Tree Trim,75
"195735",Tree Removal,51
"195734",Tree Removal,51
"195732",Tree Trim,75
"195731",Tree Removal,51
"195727",Tree Trim,75
"195724",Tree Removal,51
"195717",Tree Trim,75
"195715",Tree Removal,51
"195714",Tree Code Violation,52
"195713",Tree Removal,51
"195712",Tree Trim,75
"195711",Tree Removal,51
"195709",Tree Removal,51
"195708",Tree Removal,51
"195704",Tree Trim,75
"195703",Tree Trim,75
"195700",Tree Removal,51
"195695",Tree Trim,75
"195692",Tree Trim,75
"195687",Tree Trim,75
"195671",Tree Code Violation,52
"195664",Tree Trim,75
"195685",Tree Trim,75
"195686",Tree Removal,51
"195684",Tree Trim,75
"195672",Tree Removal,51
"195674",Tree Removal,51
"195673",Tree Trim,75
"195805",Tree Trim,78
"195666",Tree Removal,51
"195663",Tree Removal,51
"195661",Tree Trim,75
"195660",Tree Trim,75
"195659",Tree Trim,75
"195645",Tree Trim,75
"195652",Tree Removal,51
"195651",Tree Trim,75
"195650",Tree Trim,75
"195647",Tree Trim,75
"195640",Tree Removal,51
"195637",Tree Trim,75
"195631",Tree Removal,51
"195599",Tree Removal,51
"195624",Tree Removal,51
"195625",Tree Removal,51
"195619",Tree Trim,75
"195618",Tree Trim,75
"195611",Tree Removal,51
"195606",Tree Removal,51
"195602",Tree Trim,75
"195595",Tree Removal,51
"195596",Tree Removal,51
"195594",Tree Removal,51
"195593",Tree Removal,51
"195579",Tree Removal,51
"195597",Tree Stump Grinding,116
"195582",Tree Trim,75
"195585",Tree Removal,51
"195589",Tree Removal,51
"195570",Tree Removal,51
"195556",Tree Removal,51
"195567",Tree Trim,75
"195565",Tree Code Violation,52
"195564",Tree Removal,51
"195559",Tree Removal,51
"195560",Tree Trim,75
"195554",Tree Trim,75
"195553",Tree Removal,51
"195552",Tree Removal,52
"195549",Tree Removal,51
"195537",Tree Removal,51
"195530",Tree Removal,51
"195622",Tree Removal,53
"195535",Tree Trim,75
"195533",Tree Trim,75
"195532",Tree Trim,75
"195531",Tree Trim,75
"195529",Tree Trim,75
"195528",Tree Trim,75
"195527",Tree Trim,75
"195522",Tree Removal,51
"195519",Tree Removal,51
"195503",Tree Removal,51
"195516",Tree Trim,75
"195491",Tree Removal,51
"195515",Tree Trim,75
"195512",Tree Trim,75
"195517",Tree Trim,75
"195511",Tree Removal,51
"195509",Tree Trim,75
"195502",Tree Trim,75
"195496",Tree Trim,75
"195493",Tree Removal,51
"195492",Tree Trim,75
"195499",Tree Trim,142
"195488",Tree Trim,75
"195456",Tree Trim,75
"195485",Tree Trim,75
"195479",Tree Trim,75
"195476",Tree Trim,75
"195477",Tree Trim,75
"195467",Tree Removal,51
"195464",Tree Removal,51
"195463",Tree Removal,51
"195461",Tree Trim,75
"195453",Tree Trim,75
"195454",Tree Trim,75
"195446",Tree Trim,75
"195448",Tree Removal,51
"195421",Tree Removal,51
"195445",Tree Trim,75
"195443",Tree Removal,51
"195442",Tree Trim,75
"195440",Tree Trim,75
"195441",Tree Trim,75
"195436",Tree Trim,75
"195432",Tree Code Violation,52
"195431",Tree Trim,75
"195406",Tree Trim,75
"195405",Tree Trim,75
"195418",Tree Trim,75
"195416",Tree Removal,51
"195412",Tree Removal,51
"195451",Tree Trim,76
"195411",Tree Trim,75
"195410",Tree Trim,75
"195409",Tree Trim,75
"195407",Tree Trim,75
"195403",Tree Trim,75
"195396",Tree Trim,75
"195394",Tree Removal,51
"195372",Tree Trim,75
"195385",Tree Trim,75
"195391",Tree Trim,75
"195390",Tree Trim,75
"195388",Tree Trim,75
"195387",Tree Trim,75
"195478",Tree Trim,79
"195383",Tree Removal,51
"195375",Tree Trim,75
"195373",Tree Removal,51
"195352",Tree Trim,75
"195367",Tree Trim,75
"195366",Tree Removal,51
"195365",Tree Trim,75
"195364",Tree Removal,51
"195363",Tree Trim,75
"195361",Tree Trim,75
"195358",Tree Removal,51
"195357",Tree Trim,75
"195429",Tree Trim,21
"195342",Tree Trim,75
"195341",Tree Trim,75
"195321",Tree Stump Grinding,116
"195337",Tree Trim,75
"195317",Tree Trim,75
"195335",Tree Removal,51
"195333",Tree Removal,51
"195320",Tree Removal,51
"195332",Tree Trim,75
"195325",Tree Trim,75
"195315",Tree Code Violation,52
"195314",Tree Removal,51
"195294",Tree Removal,51
"195306",Tree Trim,75
"195307",Tree Trim,75
"195304",Tree Removal,51
"195303",Tree Trim,75
"195302",Tree Stump Grinding,116
"195283",Tree Removal,51
"195290",Tree Trim,75
"195285",Tree Trim,75
"195279",Tree Trim,75
"195277",Tree Trim,75
"195274",Tree Removal,51
"195276",Tree Removal,51
"195254",Tree Removal,51
"195270",Tree Trim,75
"195275",Tree Removal,51
"195266",Tree Code Violation,52
"195267",Tree Trim,75
"195255",Tree Removal,51
"195253",Tree Removal,51
"195252",Tree Trim,75
"195251",Tree Trim,75
"195286",Tree Trim,76
"195245",Tree Trim,75
"195244",Tree Removal,51
"195243",Tree Trim,75
"195242",Tree Trim,75
"195240",Tree Trim,75
"195231",Tree Removal,51
"195230",Tree Removal,51
"195225",Tree Removal,51
"195224",Tree Removal,51
"195223",Tree Removal,51
"195221",Tree Trim,75
"195213",Tree Removal,51
"195218",Tree Removal,51
"195217",Tree Removal,51
"195200",Tree Removal,51
"195215",Tree Trim,75
"195209",Tree Removal,51
"195202",Tree Removal,51
"195206",Tree Trim,75
"195201",Tree Trim,75
"195197",Tree Trim,75
"195195",Tree Trim,75
"195194",Tree Removal,51
"195179",Tree Trim,75
"195190",Tree Removal,51
"195188",Tree Trim,75
"195184",Tree Removal,51
"195189",Tree Trim,75
"195185",Tree Trim,75
"195177",Tree Removal,51
